draft_types
['Серебрянка']
['Генеральские Дачи']
['Красная горка с/о']
['Лесное с/о']
['Разлив с/о']
['Заря с/о']
['Тараскуль с/о']
['Искра-2 с/о']
['Разбахта с/о']
['Матрёшка с/о']
['Овощевод с/о']
"['Металлург снт, 2-й участок']"
['Нефтестроевец-1 с/о']
['СНТ Прогресс']
['Солнечная с/о']
['СНТ Прггресс']
"['Металлургов снт, 3-й участок']"
['СНТ Геолог']
['СНТ Геолог-2']
['СОТ Аэрофлот']
['Вперёд днт']
['СОТ Аэропорт']
"['СНТ ""Дары природы""']"
['СНТ Дружба-1']
['СНТ Маяк']
['СНТ Металлист-1']
['СНТ Черёмуха']
['СОТ Нейтрон']
['СОТ Керамик']
['СНТ Боксит']
['СОТ Динамо-2']
['СОТ Металлист-1']
['Рохат']
['Третьяково дп']
['Дзержинец ст']
['снт Глинка']
['с/т Дружба']
['Маганский тракт 9 км']
['снт Дианис']
['снт Гвоздика']
['ул. Безжонова']
['снт Песчанная Глинка']
"['СНТ ""Сосновка""']"
['ул. Ботаническая']
['ул. Камышовая']
['ул. 3-я Зеленгинска']
['СНТ Долина']
['Ясная поляна с/о']
['СНТ Ермак']
['снт Выбор']
['снт Кварц']
['днт Железнодорожник-6']
['СИМСХ-1 снт']
['Набережная реки Царева']
['Солнечная долина снт']
['Зори Кавказа ст']
['Грушовое ст']
['Вольница-2 ст']
['ул. Молдавская']
['снт Вымпел']
['Колос-4-Дороничи ст']
['ул. Счастья']
['днп Фортуна']
['снт Свобода']
['Дубрава-2 снт']
['пос. Сабанс Яр']
['Полёт ст']
['Флора-2 СНТ']
['Строитель-2 днт']
['Механизатор днт']
[]
['Приозёрное днт']
['Педиатр снт']
['Арсенал-Ржевка снт']
['снт Виктория-заречье']
['снт Строммашивец-1']
['Луч сд']
['сд Луч']
['Чёрновские зори сд']
['сд Чёрновские зори']
['Строммашивец ст']
['ст Строммашивец']
['Ленинец-1 снт']
['ул. 6-я Котельная']
['Автомобилист-1 с/о']
['сдт Холодок']
['снт Монолит']
['Тюльпан снт']
['Досуг с/о']
"['СНТ ""Калина""']"
"['СНТ ""Сапфир""']"
"['СНТ ""Южный склон""']"
"['ДНТ ""Южный склон""']"
['ПМК-158 СНТ']
['снт Тарханово']
['Двина-1 СНТ']
['сдт Волгарь']
['Зарница ст']
['Садовод-4 с/о']
['ПКСТ Коянкус 2']
['Балтиец-38']
['с. Семиковка']
['Садовод с/т']
['Остров снт']
['СОГ Маяк']
['пос. Осеево']
"['СНТ ""Роев ручей""']"
['кп Никоново']
['снт Сибирский мичуренец']
['сот Изумруд']
['Набережная Семиковки']
['Фунтовское шоссе']
['ст Черемушки']
['Дорожник дпк']
['Спутниковый проезд']
['пер. 1-й Рождественского']
"['снт ""Победа""']"
['снт Авиаремонтник']
"['снт ""Красноярец-4""']"
['снт Взлет']
['Железнодорожник ст']
['Спорт СНТ']
['Вертикаль снт']
['Уют СНТ']
['снт Хуторок']
['Первенец cт']
['Первенец ст']
"['СНТ ""Бараний лог""']"
['Нижние Дойки-Электрощит снт']
['Ромашка СНТ']
['Росинка СНТ']
['Керамика СНТ']
['Барковка']
['пдк Амур']
['с/о Коммунальник']
['Сартаково ст']
[' снт Взлет']
['снт Семья']
['Импульс ст']
"['днт ""Энергетик""']"
['Лесное-3 снт']
['дк Озёрный-3']
['Шунгорово- 2 снт']
['Приокское ст']
['Окское снт']
['в районе д. Вилга']
['Сокол-3 снт']
['Чайка №5 снт']
['Ивушка СТ']
['снт Деметра']
['снт Дружба-3']
['Микрорайон Горка']
['Самолёт СНТ']
['снт Теплоэнергетик']
['Голубое озеро снт']
['Вересок СТ']
['снт №460']
['кс №5']
"['СТ ""Ручеёк""']"
['кс №145']
[' Квазар СНТ']
['Верховье-2 снт']
['Южная Самарка СНТ']
['Дорожник СНТ']
['Кристалл СНТ']
['Урожай СНТ']
['СНТ Звезда']
['снт Юность']
['снт Коммунальчик']
['Надежда-1 снт']
['Радуга СТ']
['с/о Полёт-1']
['снт Геолог-2']
['Южнотеплоэнергомонтаж ст']
['снт Овощник']
['снт Гиацинт']
['снт Калиновка-5/2']
['снт Геоцинт']
['СОПК Сокол']
['снт Радуга-1']
['снт Радуга-3']
['снт Радуга-4']
['снт Калинка-5/1']
['снт Арена']
['Родничок-3']
['СОТ Шестаковка']
['Печатник сдт']
['Коллективный сад №1 ВИР снт']
['снт Фотон']
['Экспресс ст']
['Юбилейное ст']
"['снт ""Палати""']"
['снт Гиметт']
['снт Калиновка']
['Полюшко снт']
['днт Успех']
['днт Завидово']
['Юбилейный ст']
['Зелёные горки с/о']
['Махалля Яшнабад']
['Друзья природы снт']
['Главмосархитектуры снт']
['снт Этилен']
['СМУ Пищевик ст']
['Труд ст']
['снт Керамик']
['Садовод Севера снт']
['Мир снт']
['Пикра снт']
['Спутник']
['днт Калиновка-1']
['дпк Сирень']
['снт Байкальские зори']
['снт Сокол-1']
"['кп ""Уютное""']"
['днт Железнодорожник']
['днт Сантера']
['снт Иргорпромторг']
['снт Тракторосад 3']
['СНТ Дубрава']
['СНТ Заря-2']
['ПК Дружба']
['дачное некоммерческое партнёрство']
['Звездный-1 сдт']
['Звездный-2 сдт']
['снт Нерпёнок']
['снт Транспортник-2']
['снт Преобразователь природы']
['Перестройка снт']
['снт Чодра']
['сдт Октябрьские сады']
['Сибирский огородник с/о']
['с/о Сибирский огородник']
['Иволга-1 ст']
['ст Автоматика']
['Радуга-1 ст']
['Кристалл ст']
['Дальневосточный садовод ст']
['Сельский строитель снт']
['Химик дп']
['Химки ст']
['Дон снт']
['снт Дудкино']
['ст Коммунальщик']
"['СНТ ""Связист""']"
['Синегорье коттеджный пос.']
"['снт ""Нанжуль""']"
['сдт Гипровостокнефть']
['Лесовод ст']
['снт Рассвет 2']
['Волна-2 снт']
['снт Мазары']
['Волна-1 снт']
['кп Бакеево']
['дснт Жаворонки']
['ст Урал']
['Ёлочка ст']
['Латекс снт']
"['снт ""Ермак""']"
['Дружный-65 снт']
['Мебельщик-2 ст']
['Двина-2 СНТ']
['с/т Восточник-1']
['Нигишламбское снт']
['махаля Бирлашган']
['Ветераны с/о']
['ст. Даховская']
['Пазелинка снт']
['ст Ветеран Вооруженных Сил']
['сонт Северянка']
['с.т. Лесник-1']
['со Лесник-1']
['с.т Лесник-1']
['Гранат снт']
['снт Лесная дача']
['Лесовод-2 снт']
['Рыбник сдт']
